hhid,sector,zone,hhweight,hhsize,food_tot_pc,food_purch_pc,year,indweight
30063,"2. RURAL","5. SOUTH SOUTH",12228.426386603,2,279923.9,210056.3,2016,24456.85
30064,"1. URBAN","5. SOUTH SOUTH",12228.426386603,5,29409.41,29409.41,2016,61142.13
30065,"2. RURAL","5. SOUTH SOUTH",12228.426386603,4,28166.08,23725,2016,48913.71
30066,"2. RURAL","5. SOUTH SOUTH",12228.426386603,6,41593.12,26592.86,2016,73370.55
30067,"2. RURAL","5. SOUTH SOUTH",12228.426386603,2,118447.4,118447.4,2016,24456.85
30069,"2. RURAL","5. SOUTH SOUTH",12228.426386603,6,87017.16,86716.34,2016,73370.55
30070,"2. RURAL","5. SOUTH SOUTH",12228.426386603,3,95653.74,57032.7,2016,36685.28
30071,"2. RURAL","5. SOUTH SOUTH",7190.3147153225,4,41837.62,25406.97,2016,28761.26
30072,"2. RURAL","5. SOUTH SOUTH",7190.3147153225,8,137334.8,137334.8,2016,57522.52
30073,"2. RURAL","5. SOUTH SOUTH",7190.3147153225,1,57707.94,43372.43,2016,7190.315
30074,"2. RURAL","5. SOUTH SOUTH",7190.3147153225,4,217348,154877.2,2016,28761.26
30075,"2. RURAL","5. SOUTH SOUTH",7190.3147153225,3,234629.8,205524.2,2016,21570.94
30076,"2. RURAL","5. SOUTH SOUTH",7190.3147153225,4,74031.1,45224.07,2016,28761.26
30077,"2. RURAL","5. SOUTH SOUTH",7190.3147153225,5,25312.71,12722.86,2016,35951.57
30078,"1. URBAN","5. SOUTH SOUTH",7190.3147153225,6,92460.15,85778.86,2016,43141.89
30079,"2. RURAL","5. SOUTH SOUTH",7190.3147153225,5,63654.34,35013.34,2016,35951.57
30080,"2. RURAL","5. SOUTH SOUTH",7190.3147153225,2,90290.57,85076.28,2016,14380.63
30081,"2. RURAL","5. SOUTH SOUTH",7520.4822277608,7,65011.68,46444.03,2016,52643.38
30084,"2. RURAL","5. SOUTH SOUTH",7520.4822277608,3,102332.8,77327.86,2016,22561.45
30085,"2. RURAL","5. SOUTH SOUTH",7520.4822277608,5,58566.86,45531.14,2016,37602.41
30086,"2. RURAL","5. SOUTH SOUTH",7520.4822277608,5,101836.8,85290.84,2016,37602.41
30087,"2. RURAL","5. SOUTH SOUTH",7520.4822277608,1,83369.66,59609.71,2016,7520.482
30088,"2. RURAL","5. SOUTH SOUTH",7520.4822277608,8,16341.12,11977.66,2016,60163.86
30089,"2. RURAL","5. SOUTH SOUTH",7520.4822277608,6,88356.72,82147.59,2016,45122.89
30090,"2. RURAL","5. SOUTH SOUTH",7520.4822277608,2,122664.3,79594.42,2016,15040.96
30091,"2. RURAL","5. SOUTH SOUTH",2201.1167495885,7,77226.67,60667.59,2016,15407.82
30092,"1. URBAN","5. SOUTH SOUTH",2201.1167495885,5,220508.9,215218,2016,11005.58
30093,"2. RURAL","5. SOUTH SOUTH",2201.1167495885,7,48707.6,25359.99,2016,15407.82
30094,"2. RURAL","5. SOUTH SOUTH",2201.1167495885,5,46383.89,28117.07,2016,11005.58
30095,"2. RURAL","5. SOUTH SOUTH",2201.1167495885,1,63857.62,59964.29,2016,2201.117
30096,"2. RURAL","5. SOUTH SOUTH",2201.1167495885,8,112930.1,82794.2,2016,17608.93
30097,"2. RURAL","5. SOUTH SOUTH",2201.1167495885,5,29043.29,28157.14,2016,11005.58
30098,"2. RURAL","5. SOUTH SOUTH",2201.1167495885,4,128509.1,99384.32,2016,8804.467
30099,"2. RURAL","5. SOUTH SOUTH",2201.1167495885,3,78012.81,37598.48,2016,6603.35
30100,"2. RURAL","5. SOUTH SOUTH",2201.1167495885,7,165863.6,47089.51,2016,15407.82
30101,"1. URBAN","5. SOUTH SOUTH",9244.6903482718,3,134382.5,134382.5,2016,27734.07
30102,"1. URBAN","5. SOUTH SOUTH",9244.6903482718,2,291162.9,264826,2016,18489.38
30103,"1. URBAN","5. SOUTH SOUTH",9244.6903482718,6,106437.4,93910.38,2016,55468.14
30104,"1. URBAN","5. SOUTH SOUTH",9244.6903482718,7,249402.9,26195.4,2016,64712.83
30105,"1. URBAN","5. SOUTH SOUTH",9244.6903482718,5,78023.47,41490.38,2016,46223.45
30106,"1. URBAN","5. SOUTH SOUTH",9244.6903482718,6,54711.07,35588.02,2016,55468.14
30107,"1. URBAN","5. SOUTH SOUTH",9244.6903482718,3,206304,78002.32,2016,27734.07
30108,"1. URBAN","5. SOUTH SOUTH",9244.6903482718,5,219411,178268.3,2016,46223.45
30109,"1. URBAN","5. SOUTH SOUTH",9244.6903482718,5,106117.6,77275.71,2016,46223.45
30110,"1. URBAN","5. SOUTH SOUTH",9244.6903482718,2,311286.3,264991.5,2016,18489.38
30111,"2. RURAL","5. SOUTH SOUTH",3423.9593882488,8,102433.1,73152.09,2016,27391.68
30112,"2. RURAL","5. SOUTH SOUTH",3423.9593882488,2,59844.44,41323.21,2016,6847.919
30113,"2. RURAL","5. SOUTH SOUTH",3423.9593882488,4,235490.1,150098.9,2016,13695.84
30115,"2. RURAL","5. SOUTH SOUTH",3423.9593882488,11,76838.16,55651.17,2016,37663.55
30116,"2. RURAL","5. SOUTH SOUTH",3423.9593882488,5,142605.4,114578.2,2016,17119.8
30117,"2. RURAL","5. SOUTH SOUTH",3423.9593882488,4,277796.5,58400,2016,13695.84
30118,"2. RURAL","5. SOUTH SOUTH",3423.9593882488,11,82852.71,58685.96,2016,37663.55
30119,"2. RURAL","5. SOUTH SOUTH",3423.9593882488,5,55059.93,41820.5,2016,17119.8
30120,"2. RURAL","5. SOUTH SOUTH",3423.9593882488,1,100381.8,45364.29,2016,3423.959
30121,"2. RURAL","5. SOUTH SOUTH",4695.7157324555,5,221610.9,117681.3,2016,23478.58
30122,"2. RURAL","5. SOUTH SOUTH",4695.7157324555,6,144505.5,42014.59,2016,28174.29
30123,"2. RURAL","5. SOUTH SOUTH",4695.7157324555,6,107686.8,52641.09,2016,28174.29
30124,"2. RURAL","5. SOUTH SOUTH",4695.7157324555,6,61615.48,54228.57,2016,28174.29
30125,"2. RURAL","5. SOUTH SOUTH",4695.7157324555,7,65965.68,40738.47,2016,32870.01
30126,"2. RURAL","5. SOUTH SOUTH",4695.7157324555,7,38348.78,29819.7,2016,32870.01
30127,"2. RURAL","5. SOUTH SOUTH",4695.7157324555,5,1809692,1788152,2016,23478.58
30128,"2. RURAL","5. SOUTH SOUTH",4695.7157324555,8,106246.2,86704.42,2016,37565.73
30129,"2. RURAL","5. SOUTH SOUTH",4695.7157324555,2,151553.2,140472.9,2016,9391.432
30130,"2. RURAL","5. SOUTH SOUTH",4695.7157324555,3,194240.7,175666.4,2016,14087.15
30131,"2. RURAL","5. SOUTH SOUTH",3260.9137030941,5,29206.16,25811.34,2016,16304.57
30132,"2. RURAL","5. SOUTH SOUTH",3260.9137030941,1,51982.35,45364.29,2016,3260.914
30133,"2. RURAL","5. SOUTH SOUTH",3260.9137030941,7,83092.68,68489.39,2016,22826.4
30134,"2. RURAL","5. SOUTH SOUTH",3260.9137030941,5,67961.45,53796.53,2016,16304.57
30135,"2. RURAL","5. SOUTH SOUTH",3260.9137030941,5,153982.5,42419.4,2016,16304.57
30137,"2. RURAL","5. SOUTH SOUTH",3260.9137030941,4,114695.6,91794.89,2016,13043.66
30138,"2. RURAL","5. SOUTH SOUTH",3260.9137030941,5,53601.15,30345.06,2016,16304.57
30139,"2. RURAL","5. SOUTH SOUTH",3260.9137030941,4,54379.01,42976.14,2016,13043.66
30140,"2. RURAL","5. SOUTH SOUTH",3260.9137030941,5,84143.02,37814,2016,16304.57
30141,"2. RURAL","5. SOUTH SOUTH",3118.2487285837,5,18826.29,5616.167,2016,15591.24
30142,"2. RURAL","5. SOUTH SOUTH",3118.2487285837,6,51243.11,26042.46,2016,18709.49
30143,"2. RURAL","5. SOUTH SOUTH",3118.2487285837,5,127183.9,98252.63,2016,15591.24
30145,"1. URBAN","5. SOUTH SOUTH",3118.2487285837,3,95534.96,74681.39,2016,9354.746
30146,"2. RURAL","5. SOUTH SOUTH",3118.2487285837,6,37970.02,20523.51,2016,18709.49
30147,"2. RURAL","5. SOUTH SOUTH",3118.2487285837,2,34913.45,8165.571,2016,6236.498
30148,"2. RURAL","5. SOUTH SOUTH",3118.2487285837,2,73645.26,39438.54,2016,6236.498
30149,"2. RURAL","5. SOUTH SOUTH",3118.2487285837,4,107162.9,50239.64,2016,12473
40001,"1. URBAN","4. SOUTH EAST",2935.9459088174,8,17947.6,17947.6,2016,23487.57
40002,"1. URBAN","4. SOUTH EAST",2935.9459088174,5,67351.29,67351.29,2016,14679.73
40003,"1. URBAN","4. SOUTH EAST",2935.9459088174,3,65219.86,65219.86,2016,8807.838
40005,"1. URBAN","4. SOUTH EAST",2935.9459088174,3,59949.88,59949.88,2016,8807.838
40006,"1. URBAN","4. SOUTH EAST",2935.9459088174,3,63301.43,63301.43,2016,8807.838
40007,"1. URBAN","4. SOUTH EAST",2935.9459088174,6,71325.3,70347.62,2016,17615.68
40008,"1. URBAN","4. SOUTH EAST",2935.9459088174,5,91662.52,78124.21,2016,14679.73
40009,"1. URBAN","4. SOUTH EAST",2935.9459088174,3,74606.26,74606.26,2016,8807.838
40010,"1. URBAN","4. SOUTH EAST",2935.9459088174,4,39628.57,31807.14,2016,11743.78
40011,"1. URBAN","4. SOUTH EAST",8807.8377264522,8,28632.61,26677.25,2016,70462.7
40012,"1. URBAN","4. SOUTH EAST",8807.8377264522,4,49765.9,49765.9,2016,35231.35
40013,"1. URBAN","4. SOUTH EAST",8807.8377264522,3,96556.99,92988.09,2016,26423.51
40015,"1. URBAN","4. SOUTH EAST",8807.8377264522,5,64473.73,62805.15,2016,44039.19
40016,"1. URBAN","4. SOUTH EAST",8807.8377264522,2,155790.9,149981,2016,17615.68
40017,"1. URBAN","4. SOUTH EAST",8807.8377264522,2,135241.2,135241.2,2016,17615.68
40018,"1. URBAN","4. SOUTH EAST",8807.8377264522,8,39479.72,39479.72,2016,70462.7
40019,"1. URBAN","4. SOUTH EAST",8807.8377264522,2,109936.6,109936.6,2016,17615.68
40020,"1. URBAN","4. SOUTH EAST",8807.8377264522,7,59280.79,59280.79,2016,61654.86
40021,"1. URBAN","4. SOUTH EAST",15903.040339428,5,64573.71,64573.71,2016,79515.2
40022,"1. URBAN","4. SOUTH EAST",15903.040339428,7,43217.43,43217.43,2016,111321.3
40023,"1. URBAN","4. SOUTH EAST",15903.040339428,6,72678.45,72678.45,2016,95418.24
40025,"1. URBAN","4. SOUTH EAST",15903.040339428,2,114168.6,100862.3,2016,31806.08
40026,"1. URBAN","4. SOUTH EAST",15903.040339428,5,53065.27,53065.27,2016,79515.2
40027,"1. URBAN","4. SOUTH EAST",15903.040339428,4,53141.82,53141.82,2016,63612.16
40028,"1. URBAN","4. SOUTH EAST",15903.040339428,2,91210.36,91210.36,2016,31806.08
40029,"2. RURAL","4. SOUTH EAST",15903.040339428,6,39385.01,35942.62,2016,95418.24
40030,"1. URBAN","4. SOUTH EAST",15903.040339428,3,87047.49,79921.3,2016,47709.12
40032,"1. URBAN","4. SOUTH EAST",6920.4439279267,6,47889.16,44949.03,2016,41522.66
40033,"1. URBAN","4. SOUTH EAST",6920.4439279267,1,249292,199707.1,2016,6920.444
40034,"1. URBAN","4. SOUTH EAST",6920.4439279267,5,103600,90358.36,2016,34602.22
40036,"1. URBAN","4. SOUTH EAST",6920.4439279267,7,50023.59,50023.59,2016,48443.11
40037,"1. URBAN","4. SOUTH EAST",6920.4439279267,5,61391.59,45675.45,2016,34602.22
40039,"1. URBAN","4. SOUTH EAST",6920.4439279267,1,152003.9,147981.4,2016,6920.444
40040,"1. URBAN","4. SOUTH EAST",6920.4439279267,1,257699.8,172676.3,2016,6920.444
40041,"1. URBAN","4. SOUTH EAST",4403.9188632261,2,81430.95,61971.79,2016,8807.838
40042,"1. URBAN","4. SOUTH EAST",4403.9188632261,8,42182.84,30438.39,2016,35231.35
40043,"1. URBAN","4. SOUTH EAST",4403.9188632261,2,218206.1,167071.1,2016,8807.838
40044,"1. URBAN","4. SOUTH EAST",4403.9188632261,1,164794.2,110984.4,2016,4403.919
40045,"1. URBAN","4. SOUTH EAST",4403.9188632261,2,103806.6,51715.29,2016,8807.838
40046,"1. URBAN","4. SOUTH EAST",4403.9188632261,2,83685.86,41801.7,2016,8807.838
40047,"1. URBAN","4. SOUTH EAST",4403.9188632261,2,186494.7,90780.96,2016,8807.838
40048,"1. URBAN","4. SOUTH EAST",4403.9188632261,1,244435.8,179677.3,2016,4403.919
40049,"1. URBAN","4. SOUTH EAST",4403.9188632261,1,203618.3,87600,2016,4403.919
40052,"2. RURAL","4. SOUTH EAST",3669.9323860218,3,145715.1,117263.5,2016,11009.8
40053,"2. RURAL","4. SOUTH EAST",3669.9323860218,6,101008.4,50612.18,2016,22019.59
40054,"2. RURAL","4. SOUTH EAST",3669.9323860218,7,94551.31,71722.37,2016,25689.53
40055,"2. RURAL","4. SOUTH EAST",3669.9323860218,8,61405.71,45755.36,2016,29359.46
40056,"2. RURAL","4. SOUTH EAST",3669.9323860218,5,52843.66,52843.66,2016,18349.66
40057,"2. RURAL","4. SOUTH EAST",3669.9323860218,8,62090.07,60194.18,2016,29359.46
40058,"2. RURAL","4. SOUTH EAST",3669.9323860218,8,67220.49,63347.6,2016,29359.46
40059,"2. RURAL","4. SOUTH EAST",3669.9323860218,4,33403.94,33403.94,2016,14679.73
40060,"2. RURAL","4. SOUTH EAST",3669.9323860218,11,106484.3,74467.73,2016,40369.26
40062,"2. RURAL","4. SOUTH EAST",6116.5539767029,5,71039.42,52893.71,2016,30582.77
40063,"2. RURAL","4. SOUTH EAST",6116.5539767029,6,25312.88,22004.29,2016,36699.32
40064,"2. RURAL","4. SOUTH EAST",6116.5539767029,5,81853.58,39385.24,2016,30582.77
40065,"2. RURAL","4. SOUTH EAST",6116.5539767029,1,242041.5,104285.7,2016,6116.554
40066,"2. RURAL","4. SOUTH EAST",6116.5539767029,2,76107.72,54729.14,2016,12233.11
40067,"2. RURAL","4. SOUTH EAST",6116.5539767029,4,47642.11,35304.84,2016,24466.22
40068,"2. RURAL","4. SOUTH EAST",6116.5539767029,1,109301.2,59182.14,2016,6116.554
40069,"2. RURAL","4. SOUTH EAST",6116.5539767029,12,79964.48,33145.32,2016,73398.65
40070,"2. RURAL","4. SOUTH EAST",6116.5539767029,7,83755.86,52054.46,2016,42815.88
40071,"2. RURAL","4. SOUTH EAST",2862.547261097,6,74541.02,39474.42,2016,17175.28
40072,"2. RURAL","4. SOUTH EAST",2862.547261097,2,70276.63,65062.34,2016,5725.095
40073,"2. RURAL","4. SOUTH EAST",2862.547261097,4,120733.6,84191.23,2016,11450.19
40074,"2. RURAL","4. SOUTH EAST",2862.547261097,2,175872.7,124716.1,2016,5725.095
40075,"2. RURAL","4. SOUTH EAST",2862.547261097,3,58349.34,31190.46,2016,8587.642
40076,"2. RURAL","4. SOUTH EAST",2862.547261097,5,77279.57,38762.75,2016,14312.74
40077,"2. RURAL","4. SOUTH EAST",2862.547261097,4,47075.41,38129.97,2016,11450.19
40078,"2. RURAL","4. SOUTH EAST",2862.547261097,1,96220.95,56592.38,2016,2862.547
40079,"2. RURAL","4. SOUTH EAST",2862.547261097,7,76305.94,76305.94,2016,20037.83
40080,"2. RURAL","4. SOUTH EAST",2862.547261097,3,202079,127419.1,2016,8587.642
40081,"2. RURAL","4. SOUTH EAST",7339.8647720435,3,85831.73,49622.62,2016,22019.59
40082,"2. RURAL","4. SOUTH EAST",7339.8647720435,10,57120.95,54890.25,2016,73398.65
40083,"2. RURAL","4. SOUTH EAST",7339.8647720435,3,125698.9,89737.85,2016,22019.59
40084,"2. RURAL","4. SOUTH EAST",7339.8647720435,4,167451.7,115599.4,2016,29359.46
40085,"2. RURAL","4. SOUTH EAST",7339.8647720435,8,53462.57,31407.57,2016,58718.92
40086,"2. RURAL","4. SOUTH EAST",7339.8647720435,4,35852,14370.19,2016,29359.46
40088,"2. RURAL","4. SOUTH EAST",7339.8647720435,6,65970.19,29142.13,2016,44039.19
40089,"2. RURAL","4. SOUTH EAST",7339.8647720435,7,61577.68,35596.31,2016,51379.05
40090,"2. RURAL","4. SOUTH EAST",7339.8647720435,5,50617.29,46459.29,2016,36699.32
40092,"1. URBAN","4. SOUTH EAST",6361.216135771,4,110144.5,101050.2,2016,25444.87
40093,"1. URBAN","4. SOUTH EAST",6361.216135771,6,65578.38,59544.25,2016,38167.3
40094,"1. URBAN","4. SOUTH EAST",6361.216135771,4,76358.77,62999.82,2016,25444.87
40095,"1. URBAN","4. SOUTH EAST",6361.216135771,2,243150.3,110803.6,2016,12722.43
40096,"1. URBAN","4. SOUTH EAST",6361.216135771,5,102275,95235.7,2016,31806.08
40097,"1. URBAN","4. SOUTH EAST",6361.216135771,2,83102.67,62578.38,2016,12722.43
40098,"1. URBAN","4. SOUTH EAST",6361.216135771,2,212236.4,212236.4,2016,12722.43
40099,"1. URBAN","4. SOUTH EAST",6361.216135771,1,162368.2,88121.12,2016,6361.216
40100,"1. URBAN","4. SOUTH EAST",6361.216135771,3,57516.4,49223.88,2016,19083.65
40101,"2. RURAL","4. SOUTH EAST",4844.3107495487,5,65822.26,31244,2016,24221.55
40102,"2. RURAL","4. SOUTH EAST",4844.3107495487,5,76068.84,57110.33,2016,24221.55
40103,"2. RURAL","4. SOUTH EAST",4844.3107495487,10,52190.01,24848.79,2016,48443.11
40104,"2. RURAL","4. SOUTH EAST",4844.3107495487,9,44689.8,29690.53,2016,43598.8
40105,"2. RURAL","4. SOUTH EAST",4844.3107495487,6,49073.86,36358.05,2016,29065.87
40106,"2. RURAL","4. SOUTH EAST",4844.3107495487,7,59299.86,43127.11,2016,33910.18
40107,"2. RURAL","4. SOUTH EAST",4844.3107495487,3,88687.73,55132.38,2016,14532.93
40108,"2. RURAL","4. SOUTH EAST",4844.3107495487,8,49938.64,43210.13,2016,38754.48
40109,"2. RURAL","4. SOUTH EAST",4844.3107495487,6,68860.54,44913.44,2016,29065.87
40110,"2. RURAL","4. SOUTH EAST",4844.3107495487,4,69118.2,62513.43,2016,19377.24
40111,"2. RURAL","4. SOUTH EAST",5284.7026358713,3,103760.1,69309.15,2016,15854.11
40112,"2. RURAL","4. SOUTH EAST",5284.7026358713,3,106455.4,84639.97,2016,15854.11
40113,"2. RURAL","4. SOUTH EAST",5284.7026358713,8,44546.8,26623.27,2016,42277.62
40114,"2. RURAL","4. SOUTH EAST",5284.7026358713,7,61097.27,41575.24,2016,36992.92
40115,"2. RURAL","4. SOUTH EAST",5284.7026358713,9,34023.69,23823.49,2016,47562.32
40116,"2. RURAL","4. SOUTH EAST",5284.7026358713,3,112594.5,86777.3,2016,15854.11
40117,"2. RURAL","4. SOUTH EAST",5284.7026358713,6,71441.15,61198.33,2016,31708.21
40118,"2. RURAL","4. SOUTH EAST",5284.7026358713,3,54480.88,37468.52,2016,15854.11
40119,"2. RURAL","4. SOUTH EAST",5284.7026358713,8,55197.36,44569.83,2016,42277.62
40120,"2. RURAL","4. SOUTH EAST",5284.7026358713,2,102332.9,79450.33,2016,10569.41
40121,"2. RURAL","4. SOUTH EAST",5627.2296585667,3,98251.85,94494.45,2016,16881.69
40122,"2. RURAL","4. SOUTH EAST",5627.2296585667,9,36870.64,27629.77,2016,50645.07
40123,"2. RURAL","4. SOUTH EAST",5627.2296585667,7,42981.38,27859.18,2016,39390.61
40124,"2. RURAL","4. SOUTH EAST",5627.2296585667,2,111689.2,99679.77,2016,11254.46
40125,"2. RURAL","4. SOUTH EAST",5627.2296585667,1,169080.5,72374.28,2016,5627.229
40126,"2. RURAL","4. SOUTH EAST",5627.2296585667,6,73686.74,48605.83,2016,33763.38
40128,"2. RURAL","4. SOUTH EAST",5627.2296585667,7,44076,28663.67,2016,39390.61
40129,"2. RURAL","4. SOUTH EAST",5627.2296585667,2,99225.05,58356.55,2016,11254.46
40130,"2. RURAL","4. SOUTH EAST",5627.2296585667,2,103952.7,83532.86,2016,11254.46
40131,"2. RURAL","4. SOUTH EAST",4403.9188632261,1,88489.55,79570,2016,4403.919
40133,"2. RURAL","4. SOUTH EAST",4403.9188632261,3,104845.1,71891.76,2016,13211.76
40134,"2. RURAL","4. SOUTH EAST",4403.9188632261,9,80909.54,31591.4,2016,39635.27
40135,"2. RURAL","4. SOUTH EAST",4403.9188632261,3,105943.6,55526.03,2016,13211.76
40136,"2. RURAL","4. SOUTH EAST",4403.9188632261,7,59333.05,36521.3,2016,30827.43
40137,"2. RURAL","4. SOUTH EAST",4403.9188632261,1,557196.1,273923.8,2016,4403.919
40138,"2. RURAL","4. SOUTH EAST",4403.9188632261,6,174411.5,73425.01,2016,26423.51
40139,"2. RURAL","4. SOUTH EAST",4403.9188632261,5,126251.9,76858.57,2016,22019.59
40140,"2. RURAL","4. SOUTH EAST",4403.9188632261,4,73089.23,43238.77,2016,17615.68
40141,"1. URBAN","4. SOUTH EAST",2862.547261097,5,137019.8,53886.51,2016,14312.74
40142,"1. URBAN","4. SOUTH EAST",2862.547261097,7,115125.3,75171.92,2016,20037.83
40143,"1. URBAN","4. SOUTH EAST",2862.547261097,7,57674.09,37965.96,2016,20037.83
40144,"1. URBAN","4. SOUTH EAST",2862.547261097,2,177824.5,137048.8,2016,5725.095
40145,"1. URBAN","4. SOUTH EAST",2862.547261097,4,59521.42,55628.32,2016,11450.19
40146,"1. URBAN","4. SOUTH EAST",2862.547261097,4,151806.8,102519.9,2016,11450.19
40147,"1. URBAN","4. SOUTH EAST",2862.547261097,8,59279.91,56020.98,2016,22900.38
40148,"1. URBAN","4. SOUTH EAST",2862.547261097,6,75346.43,62136.91,2016,17175.28
40149,"1. URBAN","4. SOUTH EAST",2862.547261097,1,140579.6,97601,2016,2862.547
40150,"1. URBAN","4. SOUTH EAST",2862.547261097,1,157068.3,150162.8,2016,2862.547
40151,"1. URBAN","4. SOUTH EAST",3302.9391474196,3,235965,84575.24,2016,9908.817
40152,"1. URBAN","4. SOUTH EAST",3302.9391474196,1,148176.5,105328.6,2016,3302.939
40153,"1. URBAN","4. SOUTH EAST",3302.9391474196,1,116720,116720,2016,3302.939
40154,"1. URBAN","4. SOUTH EAST",3302.9391474196,4,70506.27,68698.22,2016,13211.76
40155,"1. URBAN","4. SOUTH EAST",3302.9391474196,6,82478.73,62922.94,2016,19817.63
40156,"1. URBAN","4. SOUTH EAST",3302.9391474196,2,84996.44,84996.44,2016,6605.878
40157,"1. URBAN","4. SOUTH EAST",3302.9391474196,4,120447.6,26213.22,2016,13211.76
40158,"1. URBAN","4. SOUTH EAST",3302.9391474196,9,51157.94,51157.94,2016,29726.45
40159,"1. URBAN","4. SOUTH EAST",3302.9391474196,8,103239.7,54862.3,2016,26423.51
40160,"1. URBAN","4. SOUTH EAST",3302.9391474196,3,107884.6,13226.13,2016,9908.817
40161,"1. URBAN","4. SOUTH EAST",3963.5269769035,6,118443.9,72378.96,2016,23781.16
40162,"1. URBAN","4. SOUTH EAST",3963.5269769035,6,147486,147486,2016,23781.16
40163,"1. URBAN","4. SOUTH EAST",3963.5269769035,6,123314.2,54274.62,2016,23781.16
40164,"1. URBAN","4. SOUTH EAST",3963.5269769035,3,130281.6,114366.7,2016,11890.58
40165,"1. URBAN","4. SOUTH EAST",3963.5269769035,5,208862.3,206878.6,2016,19817.63
40166,"1. URBAN","4. SOUTH EAST",3963.5269769035,3,106011.9,85825.13,2016,11890.58
40167,"1. URBAN","4. SOUTH EAST",3963.5269769035,3,51801.55,47623.81,2016,11890.58
40168,"1. URBAN","4. SOUTH EAST",3963.5269769035,2,109108.9,98680.36,2016,7927.054
40169,"1. URBAN","4. SOUTH EAST",3963.5269769035,2,87481.9,52431.07,2016,7927.054
40170,"1. URBAN","4. SOUTH EAST",3963.5269769035,2,93374.52,55136.42,2016,7927.054
40171,"1. URBAN","4. SOUTH EAST",6361.2161357711,6,86344.32,61177.96,2016,38167.3
40172,"1. URBAN","4. SOUTH EAST",6361.2161357711,5,71231.39,42595.76,2016,31806.08
40173,"1. URBAN","4. SOUTH EAST",6361.2161357711,6,106878.2,86670.89,2016,38167.3
40174,"1. URBAN","4. SOUTH EAST",6361.2161357711,6,44388.7,34369.1,2016,38167.3
40175,"1. URBAN","4. SOUTH EAST",6361.2161357711,7,78634.14,63650.04,2016,44528.51
40176,"1. URBAN","4. SOUTH EAST",6361.2161357711,5,69040.73,49313.46,2016,31806.08
40177,"1. URBAN","4. SOUTH EAST",6361.2161357711,2,248073.7,181156.2,2016,12722.43
40178,"1. URBAN","4. SOUTH EAST",6361.2161357711,7,85118.98,65774.49,2016,44528.51
40180,"1. URBAN","4. SOUTH EAST",6361.2161357711,1,217696.4,217696.4,2016,6361.216
40181,"1. URBAN","4. SOUTH EAST",7266.4661243231,7,52819.37,43541.77,2016,50865.26
40182,"1. URBAN","4. SOUTH EAST",7266.4661243231,2,50947.9,44396.9,2016,14532.93
40183,"1. URBAN","4. SOUTH EAST",7266.4661243231,4,75054.48,68782.34,2016,29065.87
40184,"1. URBAN","4. SOUTH EAST",7266.4661243231,6,45546.3,39889.29,2016,43598.8
40185,"1. URBAN","4. SOUTH EAST",7266.4661243231,1,531153.1,207528.6,2016,7266.466
40186,"1. URBAN","4. SOUTH EAST",7266.4661243231,3,67449.68,67449.68,2016,21799.4
40187,"1. URBAN","4. SOUTH EAST",7266.4661243231,1,257016.5,203531,2016,7266.466
40188,"1. URBAN","4. SOUTH EAST",7266.4661243231,2,159761.6,39931,2016,14532.93
40189,"1. URBAN","4. SOUTH EAST",7266.4661243231,4,59387.28,43417.62,2016,29065.87
40190,"1. URBAN","4. SOUTH EAST",7266.4661243231,6,40787.39,31405.93,2016,43598.8
