hhid,sector,zone,hhweight,hhsize,food_tot_pc,food_purch_pc,year,indweight
180031,"2. RURAL","3. NORTH WEST",4099.4488036196,7,30192.44,30168.37,2016,28696.14
180032,"2. RURAL","3. NORTH WEST",4099.4488036196,6,101236.7,61876.19,2016,24596.69
180033,"2. RURAL","3. NORTH WEST",4099.4488036196,8,46788.93,34168.24,2016,32795.59
180034,"2. RURAL","3. NORTH WEST",4099.4488036196,12,35283.08,22377.98,2016,49193.39
180035,"2. RURAL","3. NORTH WEST",4099.4488036196,6,41424.61,41424.61,2016,24596.69
180036,"2. RURAL","3. NORTH WEST",4099.4488036196,14,36296.05,23058.32,2016,57392.29
180037,"2. RURAL","3. NORTH WEST",4099.4488036196,6,34129.98,16749.03,2016,24596.69
180038,"2. RURAL","3. NORTH WEST",4099.4488036196,13,76963.73,62936.37,2016,53292.84
180039,"2. RURAL","3. NORTH WEST",4099.4488036196,1,80775.18,43779.98,2016,4099.449
180040,"2. RURAL","3. NORTH WEST",4099.4488036196,19,7793.454,3456.18,2016,77889.52
180041,"1. URBAN","3. NORTH WEST",17343.821861468,7,66845.23,50429.59,2016,121406.8
180042,"1. URBAN","3. NORTH WEST",17343.821861468,6,48027.45,29113.1,2016,104062.9
180043,"1. URBAN","3. NORTH WEST",17343.821861468,8,102875.5,15903.57,2016,138750.6
180044,"1. URBAN","3. NORTH WEST",17343.821861468,5,63033.21,50445.05,2016,86719.11
180045,"1. URBAN","3. NORTH WEST",17343.821861468,6,31025,21465.48,2016,104062.9
180046,"1. URBAN","3. NORTH WEST",17343.821861468,5,53537.8,24618.11,2016,86719.11
180047,"1. URBAN","3. NORTH WEST",17343.821861468,11,40602.4,38706.29,2016,190782
180049,"1. URBAN","3. NORTH WEST",17343.821861468,6,43353.64,43353.64,2016,104062.9
180050,"1. URBAN","3. NORTH WEST",17343.821861468,8,48685.42,44513.99,2016,138750.6
180051,"2. RURAL","3. NORTH WEST",5045.4754506088,9,20967.2,3707.937,2016,45409.28
180052,"2. RURAL","3. NORTH WEST",5045.4754506088,7,70996.12,45108.07,2016,35318.33
180053,"2. RURAL","3. NORTH WEST",5045.4754506088,13,26846.88,26846.88,2016,65591.18
180054,"2. RURAL","3. NORTH WEST",5045.4754506088,8,24515.86,6354.911,2016,40363.8
180055,"2. RURAL","3. NORTH WEST",5045.4754506088,7,37405.22,16611.22,2016,35318.33
180056,"2. RURAL","3. NORTH WEST",5045.4754506088,8,25954.04,12984.5,2016,40363.8
180057,"2. RURAL","3. NORTH WEST",5045.4754506088,6,54311.3,5176.198,2016,30272.85
180058,"2. RURAL","3. NORTH WEST",5045.4754506088,9,40066.88,2896.825,2016,45409.28
180059,"2. RURAL","3. NORTH WEST",5045.4754506088,9,25895.57,8284.921,2016,45409.28
180060,"2. RURAL","3. NORTH WEST",5045.4754506088,5,24154.08,7091.429,2016,25227.38
180061,"2. RURAL","3. NORTH WEST",8987.2531463969,11,40499.95,25428.92,2016,98859.78
180062,"2. RURAL","3. NORTH WEST",8987.2531463969,1,108582.8,102298.6,2016,8987.253
180063,"2. RURAL","3. NORTH WEST",8987.2531463969,7,44307.38,36351.02,2016,62910.77
180064,"2. RURAL","3. NORTH WEST",8987.2531463969,7,32392.78,29548.88,2016,62910.77
180065,"2. RURAL","3. NORTH WEST",8987.2531463969,9,81561.26,59915.09,2016,80885.28
180066,"2. RURAL","3. NORTH WEST",8987.2531463969,11,14647.4,14647.4,2016,98859.78
180067,"2. RURAL","3. NORTH WEST",8987.2531463969,8,17852.41,17174.55,2016,71898.02
180068,"2. RURAL","3. NORTH WEST",8987.2531463969,10,13507.38,13056.57,2016,89872.53
180069,"2. RURAL","3. NORTH WEST",8987.2531463969,11,124432.8,108789,2016,98859.78
180070,"2. RURAL","3. NORTH WEST",8987.2531463969,6,92822.65,71783.34,2016,53923.52
180071,"2. RURAL","3. NORTH WEST",4099.4488036196,11,56164.07,24578.25,2016,45093.94
180072,"2. RURAL","3. NORTH WEST",4099.4488036196,11,46495.41,27185.39,2016,45093.94
180073,"2. RURAL","3. NORTH WEST",4099.4488036196,8,82886.29,55910.18,2016,32795.59
180074,"2. RURAL","3. NORTH WEST",4099.4488036196,4,68331.34,30503.57,2016,16397.79
180075,"2. RURAL","3. NORTH WEST",4099.4488036196,9,22289.46,10776.19,2016,36895.04
180076,"2. RURAL","3. NORTH WEST",4099.4488036196,7,33468.97,22868.37,2016,28696.14
180077,"2. RURAL","3. NORTH WEST",4099.4488036196,9,28161.62,22353.84,2016,36895.04
180078,"2. RURAL","3. NORTH WEST",4099.4488036196,5,43775.36,38968.09,2016,20497.24
180079,"2. RURAL","3. NORTH WEST",4099.4488036196,9,41741.77,31256.75,2016,36895.04
180080,"2. RURAL","3. NORTH WEST",4099.4488036196,11,28246.92,27776.42,2016,45093.94
180081,"2. RURAL","3. NORTH WEST",5360.8176662718,12,38888.2,31087.26,2016,64329.81
180082,"2. RURAL","3. NORTH WEST",5360.8176662718,6,139604.3,99965.66,2016,32164.91
180083,"2. RURAL","3. NORTH WEST",5360.8176662718,4,74365.21,36557.51,2016,21443.27
180084,"2. RURAL","3. NORTH WEST",5360.8176662718,5,50180.59,23141,2016,26804.09
180085,"2. RURAL","3. NORTH WEST",5360.8176662718,11,45942.71,5270.307,2016,58969
180086,"2. RURAL","3. NORTH WEST",5360.8176662718,4,145374.5,145374.5,2016,21443.27
180087,"2. RURAL","3. NORTH WEST",5360.8176662718,7,30693.39,3411.633,2016,37525.72
180088,"2. RURAL","3. NORTH WEST",5360.8176662718,4,93124.11,32285.12,2016,21443.27
180089,"2. RURAL","3. NORTH WEST",5360.8176662718,10,48622.9,11054.29,2016,53608.18
180090,"2. RURAL","3. NORTH WEST",5360.8176662718,7,43981.34,43981.34,2016,37525.72
180091,"2. RURAL","3. NORTH WEST",4887.8043427773,6,43720.32,24932.53,2016,29326.83
180092,"2. RURAL","3. NORTH WEST",4887.8043427773,4,19743.37,7432.592,2016,19551.22
180093,"2. RURAL","3. NORTH WEST",4887.8043427773,2,136368.3,47945.36,2016,9775.608
180094,"2. RURAL","3. NORTH WEST",4887.8043427773,8,28567.88,16750.89,2016,39102.43
180095,"2. RURAL","3. NORTH WEST",4887.8043427773,2,53927.84,1303.571,2016,9775.608
180096,"2. RURAL","3. NORTH WEST",4887.8043427773,1,68083.95,13051.44,2016,4887.804
180097,"2. RURAL","3. NORTH WEST",4887.8043427773,5,50393.68,35372.45,2016,24439.02
180098,"2. RURAL","3. NORTH WEST",4887.8043427773,8,35134.04,14772.39,2016,39102.43
180099,"2. RURAL","3. NORTH WEST",4887.8043427773,4,59135.06,12383.93,2016,19551.22
180100,"2. RURAL","3. NORTH WEST",4887.8043427773,5,37304.77,33892.86,2016,24439.02
180101,"2. RURAL","3. NORTH WEST",8829.5820385654,9,35633.23,18134.13,2016,79466.24
180102,"2. RURAL","3. NORTH WEST",8829.5820385654,17,31081.01,26408.82,2016,150102.9
180103,"2. RURAL","3. NORTH WEST",8829.5820385654,5,138780.8,128140.8,2016,44147.91
180104,"2. RURAL","3. NORTH WEST",8829.5820385654,11,44811.6,32233.77,2016,97125.41
180105,"2. RURAL","3. NORTH WEST",8829.5820385654,15,28988.04,27607.9,2016,132443.7
180106,"2. RURAL","3. NORTH WEST",8829.5820385654,8,86833.02,48629.37,2016,70636.66
180107,"2. RURAL","3. NORTH WEST",8829.5820385654,9,58945.88,58945.88,2016,79466.24
180108,"2. RURAL","3. NORTH WEST",8829.5820385654,6,48336,40323.81,2016,52977.49
180109,"2. RURAL","3. NORTH WEST",8829.5820385654,16,33044.89,24719.98,2016,141273.3
180110,"2. RURAL","3. NORTH WEST",8829.5820385654,7,58814.48,42145.35,2016,61807.07
180111,"2. RURAL","3. NORTH WEST",6044.0591335418,4,48926.49,21676.31,2016,24176.24
180112,"2. RURAL","3. NORTH WEST",6044.0591335418,3,94882.68,72982.79,2016,18132.18
180113,"2. RURAL","3. NORTH WEST",6044.0591335418,2,52607.56,37803.57,2016,12088.12
180117,"2. RURAL","3. NORTH WEST",6044.0591335418,9,43392.54,18301.58,2016,54396.53
180118,"2. RURAL","3. NORTH WEST",6044.0591335418,10,25128.99,2107.875,2016,60440.59
180120,"2. RURAL","3. NORTH WEST",6044.0591335418,5,62726.82,37096.02,2016,30220.29
190001,"2. RURAL","3. NORTH WEST",6744.3253696373,7,29273.08,24656.12,2016,47210.28
190003,"2. RURAL","3. NORTH WEST",6744.3253696373,11,33444.72,33444.72,2016,74187.58
190005,"2. RURAL","3. NORTH WEST",6744.3253696373,1,153732.2,122164.5,2016,6744.325
190006,"2. RURAL","3. NORTH WEST",6744.3253696373,9,41251.4,41251.4,2016,60698.93
190007,"2. RURAL","3. NORTH WEST",6744.3253696373,12,59022.82,59022.82,2016,80931.91
190008,"2. RURAL","3. NORTH WEST",6744.3253696373,10,56474.47,56474.47,2016,67443.25
190009,"2. RURAL","3. NORTH WEST",6744.3253696373,10,144176.5,122527.2,2016,67443.25
190010,"2. RURAL","3. NORTH WEST",6744.3253696373,12,53173.08,53098.81,2016,80931.91
190011,"1. URBAN","3. NORTH WEST",3083.1201689771,2,143198.5,18041.43,2016,6166.24
190012,"1. URBAN","3. NORTH WEST",3083.1201689771,9,45066.49,45066.49,2016,27748.08
190013,"1. URBAN","3. NORTH WEST",3083.1201689771,6,35109.52,31633.33,2016,18498.72
190014,"1. URBAN","3. NORTH WEST",3083.1201689771,21,68872.86,68872.86,2016,64745.52
190015,"2. RURAL","3. NORTH WEST",3083.1201689771,5,51839.23,51839.23,2016,15415.6
190016,"2. RURAL","3. NORTH WEST",3083.1201689771,4,56358.74,51975.57,2016,12332.48
190017,"1. URBAN","3. NORTH WEST",3083.1201689771,6,45985.84,45985.84,2016,18498.72
190018,"1. URBAN","3. NORTH WEST",3083.1201689771,8,54554.46,54554.46,2016,24664.96
190019,"1. URBAN","3. NORTH WEST",3083.1201689771,9,47522.45,2317.46,2016,27748.08
190020,"1. URBAN","3. NORTH WEST",3083.1201689771,8,93596.43,93596.43,2016,24664.96
190021,"2. RURAL","3. NORTH WEST",5138.5336149618,9,53349.59,34588.09,2016,46246.8
190022,"2. RURAL","3. NORTH WEST",5138.5336149618,5,55043,45260,2016,25692.67
190023,"2. RURAL","3. NORTH WEST",5138.5336149618,7,69533.08,30317.35,2016,35969.73
190024,"2. RURAL","3. NORTH WEST",5138.5336149618,8,36325.75,13658.61,2016,41108.27
190025,"2. RURAL","3. NORTH WEST",5138.5336149618,6,43819.89,33110.71,2016,30831.2
190026,"2. RURAL","3. NORTH WEST",5138.5336149618,4,66585.38,53873.05,2016,20554.13
190027,"2. RURAL","3. NORTH WEST",5138.5336149618,4,67916.07,54880.36,2016,20554.13
190029,"2. RURAL","3. NORTH WEST",5138.5336149618,11,25000.36,12798.7,2016,56523.87
190030,"2. RURAL","3. NORTH WEST",5138.5336149618,4,38868.42,30764.29,2016,20554.13
190031,"2. RURAL","3. NORTH WEST",6166.2403379541,3,50082.29,38064.29,2016,18498.72
190032,"2. RURAL","3. NORTH WEST",6166.2403379541,5,63774.43,49744.29,2016,30831.2
190033,"2. RURAL","3. NORTH WEST",6166.2403379541,7,36413.71,23278.06,2016,43163.68
190034,"2. RURAL","3. NORTH WEST",6166.2403379541,4,61103.73,52277.95,2016,24664.96
190035,"2. RURAL","3. NORTH WEST",6166.2403379541,10,32983.96,25576.07,2016,61662.4
190036,"2. RURAL","3. NORTH WEST",6166.2403379541,6,71457.45,71457.45,2016,36997.44
190037,"2. RURAL","3. NORTH WEST",6166.2403379541,11,40979.55,40979.55,2016,67828.64
190038,"2. RURAL","3. NORTH WEST",6166.2403379541,3,122376.1,67333.8,2016,18498.72
190039,"2. RURAL","3. NORTH WEST",6166.2403379541,4,45125.56,31807.14,2016,24664.96
190040,"2. RURAL","3. NORTH WEST",6166.2403379541,6,67738.6,44582.14,2016,36997.44
190041,"2. RURAL","3. NORTH WEST",3853.9002112213,6,51032.99,35109.52,2016,23123.4
190042,"2. RURAL","3. NORTH WEST",3853.9002112213,7,27765.31,15384.63,2016,26977.3
190043,"2. RURAL","3. NORTH WEST",3853.9002112213,7,54744.07,45438.78,2016,26977.3
190044,"2. RURAL","3. NORTH WEST",3853.9002112213,11,25547.72,12121.93,2016,42392.9
190045,"2. RURAL","3. NORTH WEST",3853.9002112213,12,34554.59,14426.19,2016,46246.8
190046,"2. RURAL","3. NORTH WEST",3853.9002112213,9,32580.49,13962.7,2016,34685.1
190047,"2. RURAL","3. NORTH WEST",3853.9002112213,7,43498.12,22225.89,2016,26977.3
190048,"2. RURAL","3. NORTH WEST",3853.9002112213,6,29355.05,19814.29,2016,23123.4
190049,"2. RURAL","3. NORTH WEST",3853.9002112213,9,41617.91,27375,2016,34685.1
190050,"2. RURAL","3. NORTH WEST",3853.9002112213,5,88463.27,36194.46,2016,19269.5
190051,"2. RURAL","3. NORTH WEST",5588.1553062709,18,41735.6,41735.6,2016,100586.8
190052,"2. RURAL","3. NORTH WEST",5588.1553062709,7,89248.05,61156.13,2016,39117.09
190053,"2. RURAL","3. NORTH WEST",5588.1553062709,15,39585.74,26763.63,2016,83822.33
190054,"2. RURAL","3. NORTH WEST",5588.1553062709,9,58402.89,32965.3,2016,50293.4
190055,"2. RURAL","3. NORTH WEST",5588.1553062709,1,114453.6,104025,2016,5588.155
190056,"2. RURAL","3. NORTH WEST",5588.1553062709,7,68588.48,50470.41,2016,39117.09
190057,"2. RURAL","3. NORTH WEST",5588.1553062709,7,52440.82,52440.82,2016,39117.09
190058,"2. RURAL","3. NORTH WEST",5588.1553062709,9,53352.48,53352.48,2016,50293.4
190059,"2. RURAL","3. NORTH WEST",5588.1553062709,2,127809.7,95682.14,2016,11176.31
190060,"2. RURAL","3. NORTH WEST",5588.1553062709,11,45649.45,45649.45,2016,61469.71
190061,"2. RURAL","3. NORTH WEST",6358.9353485152,4,37140.16,9965.766,2016,25435.74
190062,"2. RURAL","3. NORTH WEST",6358.9353485152,4,43060.19,17660.65,2016,25435.74
190063,"2. RURAL","3. NORTH WEST",6358.9353485152,8,31023.01,30578.62,2016,50871.48
190064,"2. RURAL","3. NORTH WEST",6358.9353485152,2,91386.43,36369.64,2016,12717.87
190065,"2. RURAL","3. NORTH WEST",6358.9353485152,8,33581.89,15121.43,2016,50871.48
190066,"2. RURAL","3. NORTH WEST",6358.9353485152,3,108527.9,70740.48,2016,19076.81
190067,"2. RURAL","3. NORTH WEST",6358.9353485152,10,46341.88,32146.07,2016,63589.35
190068,"2. RURAL","3. NORTH WEST",6358.9353485152,3,84511.21,30069.05,2016,19076.81
190069,"2. RURAL","3. NORTH WEST",6358.9353485152,4,43308.41,43308.41,2016,25435.74
190070,"2. RURAL","3. NORTH WEST",6358.9353485152,1,288571.6,217957.1,2016,6358.936
190071,"2. RURAL","3. NORTH WEST",10598.225580859,6,34688.3,15983.88,2016,63589.35
190072,"2. RURAL","3. NORTH WEST",10598.225580859,4,68138.43,57631.95,2016,42392.9
190073,"2. RURAL","3. NORTH WEST",10598.225580859,5,44994.68,21913.04,2016,52991.13
190074,"2. RURAL","3. NORTH WEST",10598.225580859,7,50504.08,32626.53,2016,74187.58
190075,"2. RURAL","3. NORTH WEST",10598.225580859,7,46407.14,34488.78,2016,74187.58
190076,"2. RURAL","3. NORTH WEST",10598.225580859,5,90022.45,58400,2016,52991.13
190077,"2. RURAL","3. NORTH WEST",10598.225580859,13,88146.13,68029.73,2016,137776.9
190078,"2. RURAL","3. NORTH WEST",10598.225580859,2,130476.5,92292.85,2016,21196.45
190079,"2. RURAL","3. NORTH WEST",10598.225580859,4,53020.02,31741.96,2016,42392.9
190080,"2. RURAL","3. NORTH WEST",10598.225580859,4,49956.63,33892.86,2016,42392.9
190081,"2. RURAL","3. NORTH WEST",10212.835559737,11,39068.18,24549.38,2016,112341.2
190082,"2. RURAL","3. NORTH WEST",10212.835559737,8,42082.97,22448.82,2016,81702.69
190083,"2. RURAL","3. NORTH WEST",10212.835559737,6,38654.85,25376.19,2016,61277.01
190084,"2. RURAL","3. NORTH WEST",10212.835559737,9,35051.59,17670.63,2016,91915.52
190085,"2. RURAL","3. NORTH WEST",10212.835559737,7,56297.91,41027.5,2016,71489.85
190086,"2. RURAL","3. NORTH WEST",10212.835559737,5,57835.54,40880,2016,51064.18
190087,"2. RURAL","3. NORTH WEST",10212.835559737,4,67873.17,42105.36,2016,40851.34
190088,"2. RURAL","3. NORTH WEST",10212.835559737,9,61689.16,43725.96,2016,91915.52
190089,"2. RURAL","3. NORTH WEST",10212.835559737,5,32424.33,23777.14,2016,51064.18
190090,"2. RURAL","3. NORTH WEST",10212.835559737,7,137682.8,71517.66,2016,71489.85
190091,"2. RURAL","3. NORTH WEST",6209.0614514121,10,65254.59,39889.29,2016,62090.61
190093,"2. RURAL","3. NORTH WEST",6209.0614514121,10,59460.99,44999.29,2016,62090.61
190094,"2. RURAL","3. NORTH WEST",6209.0614514121,14,45875.88,40745.92,2016,86926.86
190095,"2. RURAL","3. NORTH WEST",6209.0614514121,18,58009.47,43607.45,2016,111763.1
190096,"2. RURAL","3. NORTH WEST",6209.0614514121,12,47124.9,20857.14,2016,74508.73
190097,"2. RURAL","3. NORTH WEST",6209.0614514121,11,22096.48,16970.13,2016,68299.68
190098,"2. RURAL","3. NORTH WEST",6209.0614514121,15,63548.76,56453.33,2016,93135.92
190099,"2. RURAL","3. NORTH WEST",6209.0614514121,8,71729.18,59169.11,2016,49672.49
190100,"2. RURAL","3. NORTH WEST",6209.0614514121,11,101989.1,65593.91,2016,68299.68
190101,"1. URBAN","3. NORTH WEST",7707.8004224427,7,57759.38,30168.37,2016,53954.6
190102,"1. URBAN","3. NORTH WEST",7707.8004224427,11,41378.58,24507.14,2016,84785.8
190103,"1. URBAN","3. NORTH WEST",7707.8004224427,10,33204.73,26719.91,2016,77078.01
190104,"1. URBAN","3. NORTH WEST",7707.8004224427,7,47733.06,47286.12,2016,53954.6
190105,"1. URBAN","3. NORTH WEST",7707.8004224427,11,58299.23,43041.56,2016,84785.8
190106,"1. URBAN","3. NORTH WEST",7707.8004224427,5,84481.86,84481.86,2016,38539
190107,"1. URBAN","3. NORTH WEST",7707.8004224427,4,41429,24507.14,2016,30831.2
190108,"1. URBAN","3. NORTH WEST",7707.8004224427,8,24241.52,20270.54,2016,61662.4
190109,"1. URBAN","3. NORTH WEST",7707.8004224427,10,40571.13,15260.99,2016,77078.01
190110,"1. URBAN","3. NORTH WEST",7707.8004224427,5,50328.29,35936.86,2016,38539
190111,"1. URBAN","3. NORTH WEST",5780.850316832,10,33475.71,33475.71,2016,57808.5
190112,"1. URBAN","3. NORTH WEST",5780.850316832,14,168564.2,168564.2,2016,80931.91
190113,"1. URBAN","3. NORTH WEST",5780.850316832,14,44768.37,44768.37,2016,80931.91
190114,"1. URBAN","3. NORTH WEST",5780.850316832,19,24790.86,24790.86,2016,109836.2
190115,"1. URBAN","3. NORTH WEST",5780.850316832,11,30716.88,30716.88,2016,63589.35
190116,"1. URBAN","3. NORTH WEST",5780.850316832,16,81104.52,81104.52,2016,92493.6
190117,"1. URBAN","3. NORTH WEST",5780.850316832,5,41714.29,41714.29,2016,28904.25
190118,"1. URBAN","3. NORTH WEST",5780.850316832,12,39715.48,39715.48,2016,69370.2
190119,"1. URBAN","3. NORTH WEST",5780.850316832,12,120184,99201.78,2016,69370.2
190120,"1. URBAN","3. NORTH WEST",5780.850316832,5,68910.39,66951.43,2016,28904.25
190121,"2. RURAL","3. NORTH WEST",18498.721013862,8,50033.27,33697.32,2016,147989.8
190122,"2. RURAL","3. NORTH WEST",18498.721013862,11,33853.91,24317.53,2016,203485.9
190123,"2. RURAL","3. NORTH WEST",18498.721013862,5,91354.29,66325.71,2016,92493.6
190124,"2. RURAL","3. NORTH WEST",18498.721013862,8,34763.43,33459.86,2016,147989.8
190125,"2. RURAL","3. NORTH WEST",18498.721013862,8,30246.34,21052.68,2016,147989.8
190126,"2. RURAL","3. NORTH WEST",18498.721013862,6,37021.43,37021.43,2016,110992.3
190127,"2. RURAL","3. NORTH WEST",18498.721013862,7,32877.63,23091.84,2016,129491
190128,"2. RURAL","3. NORTH WEST",18498.721013862,7,22607.65,18138.27,2016,129491
190129,"2. RURAL","3. NORTH WEST",18498.721013862,10,34542.39,24820,2016,184987.2
190130,"2. RURAL","3. NORTH WEST",18498.721013862,8,104951.9,103455.6,2016,147989.8
190131,"2. RURAL","3. NORTH WEST",7322.4104013205,5,125560.2,55033.06,2016,36612.05
190132,"2. RURAL","3. NORTH WEST",7322.4104013205,8,49630.73,40084.82,2016,58579.29
190133,"2. RURAL","3. NORTH WEST",7322.4104013205,10,39813.77,39813.77,2016,73224.1
190134,"2. RURAL","3. NORTH WEST",7322.4104013205,12,53699.34,38042.56,2016,87868.92
190135,"2. RURAL","3. NORTH WEST",7322.4104013205,3,17065.3,8690.477,2016,21967.23
190136,"2. RURAL","3. NORTH WEST",7322.4104013205,10,41268.87,30503.57,2016,73224.1
190137,"2. RURAL","3. NORTH WEST",7322.4104013205,2,110097.7,75607.14,2016,14644.82
190138,"2. RURAL","3. NORTH WEST",7322.4104013205,9,21363.34,14339.29,2016,65901.7
190139,"2. RURAL","3. NORTH WEST",7322.4104013205,9,38875.39,36557.94,2016,65901.7
190140,"2. RURAL","3. NORTH WEST",7322.4104013205,3,52762.96,27667.69,2016,21967.23
190141,"2. RURAL","3. NORTH WEST",8671.275475248,3,42115.39,23464.29,2016,26013.83
190142,"2. RURAL","3. NORTH WEST",8671.275475248,10,27840.3,17569.72,2016,86712.76
190143,"2. RURAL","3. NORTH WEST",8671.275475248,3,16390.92,4692.857,2016,26013.83
190144,"2. RURAL","3. NORTH WEST",8671.275475248,6,55384.16,35544.05,2016,52027.65
190145,"2. RURAL","3. NORTH WEST",8671.275475248,5,51982.12,13974.29,2016,43356.38
190146,"2. RURAL","3. NORTH WEST",8671.275475248,6,45798.81,31894.05,2016,52027.65
190147,"2. RURAL","3. NORTH WEST",8671.275475248,4,23985.71,3650,2016,34685.1
190148,"2. RURAL","3. NORTH WEST",8671.275475248,6,47574.93,9994.048,2016,52027.65
190149,"2. RURAL","3. NORTH WEST",8671.275475248,10,21847.86,9437.857,2016,86712.76
190150,"2. RURAL","3. NORTH WEST",8671.275475248,9,34148.38,9357.941,2016,78041.48
190151,"2. RURAL","3. NORTH WEST",10405.530570298,9,53513.51,22433.02,2016,93649.77
190152,"2. RURAL","3. NORTH WEST",10405.530570298,5,67041.4,28052.86,2016,52027.65
190153,"2. RURAL","3. NORTH WEST",10405.530570298,5,44582.14,36239.29,2016,52027.65
190154,"2. RURAL","3. NORTH WEST",10405.530570298,7,51958.05,25028.57,2016,72838.71
190155,"2. RURAL","3. NORTH WEST",10405.530570298,5,41975,41975,2016,52027.65
190156,"2. RURAL","3. NORTH WEST",10405.530570298,8,33321.17,18771.43,2016,83244.24
190157,"2. RURAL","3. NORTH WEST",10405.530570298,6,37399.8,9309.673,2016,62433.18
190158,"2. RURAL","3. NORTH WEST",10405.530570298,9,43520.45,17525.79,2016,93649.77
190159,"2. RURAL","3. NORTH WEST",10405.530570298,12,93816.4,83863.09,2016,124866.4
190160,"2. RURAL","3. NORTH WEST",10405.530570298,11,47802.89,36642.21,2016,114460.8
190161,"2. RURAL","3. NORTH WEST",11561.700633664,7,33262.76,17393.37,2016,80931.91
190162,"2. RURAL","3. NORTH WEST",11561.700633664,8,30893.13,14730.36,2016,92493.6
190163,"2. RURAL","3. NORTH WEST",11561.700633664,7,29721.43,19292.86,2016,80931.91
190164,"2. RURAL","3. NORTH WEST",11561.700633664,6,25917.51,6517.857,2016,69370.2
190165,"2. RURAL","3. NORTH WEST",11561.700633664,8,51340.3,33762.5,2016,92493.6
190166,"2. RURAL","3. NORTH WEST",11561.700633664,7,32748.41,19292.86,2016,80931.91
190167,"2. RURAL","3. NORTH WEST",11561.700633664,6,50427.83,20509.53,2016,69370.2
190168,"2. RURAL","3. NORTH WEST",11561.700633664,6,35149.31,20683.33,2016,69370.2
190169,"2. RURAL","3. NORTH WEST",11561.700633664,12,48897.89,27433.97,2016,138740.4
190170,"2. RURAL","3. NORTH WEST",11561.700633664,9,34197.92,22363.49,2016,104055.3
190171,"2. RURAL","3. NORTH WEST",9056.6654963701,5,39023.98,25550,2016,45283.33
190172,"2. RURAL","3. NORTH WEST",9056.6654963701,12,28347.96,21639.29,2016,108680
190173,"2. RURAL","3. NORTH WEST",9056.6654963701,8,58544.43,57240.86,2016,72453.32
190174,"2. RURAL","3. NORTH WEST",9056.6654963701,5,61768.97,61304.22,2016,45283.33
190175,"2. RURAL","3. NORTH WEST",9056.6654963701,8,43819.64,31922.93,2016,72453.32
190176,"2. RURAL","3. NORTH WEST",9056.6654963701,8,58650.38,35634.05,2016,72453.32
190177,"2. RURAL","3. NORTH WEST",9056.6654963701,3,136197.9,108388.4,2016,27170
190178,"2. RURAL","3. NORTH WEST",9056.6654963701,8,23825.24,11683.26,2016,72453.32
190179,"2. RURAL","3. NORTH WEST",9056.6654963701,7,71924.96,47408.1,2016,63396.66
190180,"2. RURAL","3. NORTH WEST",9056.6654963701,7,26213.15,14302.04,2016,63396.66
190181,"2. RURAL","3. NORTH WEST",6551.6303590763,10,32015.71,19501.43,2016,65516.3
190182,"2. RURAL","3. NORTH WEST",6551.6303590763,3,53142.7,49072.67,2016,19654.89
190183,"2. RURAL","3. NORTH WEST",6551.6303590763,10,38414.84,28626.43,2016,65516.3
190184,"2. RURAL","3. NORTH WEST",6551.6303590763,7,55522.1,44723.14,2016,45861.41
190185,"2. RURAL","3. NORTH WEST",6551.6303590763,6,48464.33,25810.71,2016,39309.78
190186,"2. RURAL","3. NORTH WEST",6551.6303590763,7,53111.22,53111.22,2016,45861.41
190187,"2. RURAL","3. NORTH WEST",6551.6303590763,7,40094.13,37840.82,2016,45861.41
190188,"2. RURAL","3. NORTH WEST",6551.6303590763,11,40350.18,22587.34,2016,72067.94
190189,"2. RURAL","3. NORTH WEST",6551.6303590763,6,48326.8,18858.33,2016,39309.78
190190,"2. RURAL","3. NORTH WEST",6551.6303590763,7,53472.12,30714.07,2016,45861.41
190191,"2. RURAL","3. NORTH WEST",7129.7153907595,3,33176.58,32024.25,2016,21389.15
190192,"2. RURAL","3. NORTH WEST",7129.7153907595,13,37097.91,35493.51,2016,92686.3
190193,"2. RURAL","3. NORTH WEST",7129.7153907595,5,33580,16894.29,2016,35648.58
190194,"2. RURAL","3. NORTH WEST",7129.7153907595,7,48966.38,45018.41,2016,49908.01
190195,"2. RURAL","3. NORTH WEST",7129.7153907595,8,75150.89,70197.32,2016,57037.72
190196,"2. RURAL","3. NORTH WEST",7129.7153907595,8,57809.8,38716.07,2016,57037.72
190197,"2. RURAL","3. NORTH WEST",7129.7153907595,11,55821.3,41126.5,2016,78426.87
190198,"2. RURAL","3. NORTH WEST",7129.7153907595,7,30081.12,28231.63,2016,49908.01
190199,"2. RURAL","3. NORTH WEST",7129.7153907595,10,24057.33,15382.14,2016,71297.16
190200,"2. RURAL","3. NORTH WEST",7129.7153907595,6,36332.92,20248.81,2016,42778.29
200001,"1. URBAN","3. NORTH WEST",3591.0338777211,7,39181.63,39181.63,2016,25137.24
200002,"1. URBAN","3. NORTH WEST",3591.0338777211,4,42642,35905.25,2016,14364.14
200003,"1. URBAN","3. NORTH WEST",3591.0338777211,6,84992.86,84992.86,2016,21546.2
200004,"1. URBAN","3. NORTH WEST",3591.0338777211,9,40506.92,40506.92,2016,32319.3
200005,"1. URBAN","3. NORTH WEST",3591.0338777211,7,188384.7,188384.7,2016,25137.24
200006,"1. URBAN","3. NORTH WEST",3591.0338777211,6,55576.56,31024.33,2016,21546.2
